OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
327,UNC FERTILITY,,RALEIGH,NORTH CAROLINA,573,1,"Jennifer E. Mersereau, MD",100%,<1%,<1%,60%,9%,14%,17%,17%,6%,2%,32%,7%,20%,5%,8%,134,59,46,17,6,10.4,11.9,28.3,6 / 17,1 / 6,83,41,27,7,2,1.2,1.9,2.4,2.7,2.5,75.6,15.0,0.0,0 / 7,0 / 2,31.3,39.0,17.4,3 / 17,0 / 6,27.6,33.9,13.0,3 / 17,0 / 6,26.9,22.0,13.0,2 / 17,0 / 6,0.7,11.9,0.0,1 / 17,0 / 6,22.4,20.3,8.7,2 / 17,0 / 6,42.0,42.9,12.1,4 / 19,0 / 5,50.6,56.1,29.6,3 / 7,0 / 2,44.6,48.8,22.2,3 / 7,0 / 2,43.4,31.7,22.2,2 / 7,0 / 2,1.2,17.1,0.0,1 / 7,0 / 2,36.1,29.3,14.8,2 / 7,0 / 2,103,68,29,8,2,96,62,29,8,2,1.5,2.2,1.2,1.1,1.0,1.3,1.4,1.6,1.8,1.5,61.6,45.1,54.5,8 / 14,0 / 3,71.9,59.7,65.5,6 / 8,0 / 2,60.4,37.1,48.3,6 / 8,0 / 2,55.2,33.9,27.6,4 / 8,0 / 2,5.2,3.2,20.7,2 / 8,0 / 2,50.0,30.6,20.7,4 / 8,0 / 2,12,14,16,4,1,7,6,5,2,0,22,6,24,1,20,6,17,1,1.1,1.2,1.2,2.0,72.7,5 / 7,70.0,1 / 2,75.0,4 / 6,13 / 17,1 / 1,55.0,4 / 6,11 / 17,1 / 1,50.0,3 / 6,9 / 17,1 / 1,5.0,1 / 6,2 / 17,0 / 1,50.0,2 / 6,6 / 17,1 / 1,,UNC Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NC
328,CAROLINAS FERTILITY INSTITUTE,,WINSTON SALEM,NORTH CAROLINA,387,0,"Tamer M. Yalcinkaya, MD",100%,0%,<1%,86%,26%,12%,19%,29%,16%,4%,35%,13%,13%,13%,21%,79,38,12,3,7,7.6,13.2,0 / 12,1 / 3,2 / 7,67,26,8,0,0,1.5,2.0,2.1,,,53.7,4.2,0 / 8,,,60.8,44.7,5 / 12,0 / 3,0 / 7,50.6,36.8,2 / 12,0 / 3,0 / 7,40.5,26.3,2 / 12,0 / 3,0 / 7,10.1,10.5,0 / 12,0 / 3,0 / 7,16.5,15.8,1 / 12,0 / 3,0 / 7,58.4,44.7,3 / 12,,,71.6,65.4,5 / 8,,,59.7,53.8,2 / 8,,,47.8,38.5,2 / 8,,,11.9,15.4,0 / 8,,,19.4,23.1,1 / 8,,,53,27,32,13,4,49,24,30,11,3,1.2,1.7,0.7,0.7,0.2,1.5,1.5,1.2,1.2,2.3,46.2,68.6,68.8,5 / 13,1 / 7,63.3,83.3,76.7,5 / 11,1 / 3,44.9,66.7,63.3,5 / 11,1 / 3,36.7,41.7,56.7,5 / 11,1 / 3,8.2,25.0,6.7,0 / 11,0 / 3,22.4,29.2,30.0,4 / 11,0 / 3,27,7,41,14,11,4,2,1,0,0,11,0,8,0,11,0,8,0,1.0,,1.4,,8 / 11,,6 / 11,,8 / 11,,6 / 8,,7 / 11,,5 / 8,,7 / 11,,5 / 8,,0 / 11,,0 / 8,,4 / 11,,4 / 8,,,Carolinas Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NC
329,WAKE FOREST UNIVERSITY CENTER FOR REPRODUCTIVE MEDICINE,,WINSTON SALEM,NORTH CAROLINA,350,0,"Erika B. Johnston-MacAnanny, MD",>99%,0%,0%,76%,15%,10%,15%,21%,10%,<1%,34%,11%,18%,7%,11%,60,28,18,9,3,6.7,25.0,1 / 18,3 / 9,0 / 3,49,18,13,5,2,1.3,1.6,2.1,2.0,2.0,68.1,7 / 17,0 / 12,1 / 5,0 / 1,46.7,39.3,5 / 18,1 / 9,1 / 3,46.7,35.7,2 / 18,1 / 9,1 / 3,38.3,35.7,1 / 18,1 / 9,1 / 3,8.3,0.0,1 / 18,0 / 9,0 / 3,30.0,32.1,0 / 18,1 / 9,0 / 3,50.8,42.9,24.0,1 / 10,1 / 4,57.1,11 / 18,5 / 13,1 / 5,1 / 2,57.1,10 / 18,2 / 13,1 / 5,1 / 2,46.9,10 / 18,1 / 13,1 / 5,1 / 2,10.2,0 / 18,1 / 13,0 / 5,0 / 2,36.7,9 / 18,0 / 13,1 / 5,0 / 2,74,31,24,10,2,68,26,23,10,1,1.1,1.4,1.2,0.9,0.5,1.4,1.5,1.6,1.3,2.0,65.9,50.0,36.1,7 / 11,1 / 2,73.5,61.5,43.5,7 / 10,1 / 1,61.8,46.2,39.1,6 / 10,0 / 1,47.1,34.6,30.4,5 / 10,0 / 1,14.7,11.5,8.7,1 / 10,0 / 1,39.7,23.1,26.1,4 / 10,0 / 1,39,13,17,9,2,15,0,0,2,0,0,4,5,2,0,4,5,2,,1.3,1.8,1.5,,3 / 5,5 / 9,0 / 1,,3 / 4,3 / 5,1 / 2,,3 / 4,3 / 5,0 / 2,,3 / 4,1 / 5,0 / 2,,0 / 4,2 / 5,0 / 2,,2 / 4,1 / 5,0 / 2,,Wake Forest University Center for Reproductive Medicine,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0,NC
330,SANFORD HEALTH REPRODUCTIVE MEDICINE INSTITUTE,,FARGO,NORTH DAKOTA,326,1,"Steffen P. Christensen, MD",100%,0%,2%,84%,5%,20%,22%,27%,10%,<1%,32%,17%,8%,15%,17%,51,28,17,5,1,5.9,21.4,3 / 17,1 / 5,1 / 1,28,17,8,2,0,1.9,1.7,2.1,3.0,,4.2,1 / 13,1 / 8,0 / 2,,21.6,25.0,3 / 17,0 / 5,0 / 1,17.6,17.9,2 / 17,0 / 5,0 / 1,15.7,14.3,2 / 17,0 / 5,0 / 1,2.0,3.6,0 / 17,0 / 5,0 / 1,15.7,14.3,2 / 17,0 / 5,0 / 1,22.9,25.9,3 / 17,0 / 6,,39.3,7 / 17,3 / 8,0 / 2,,32.1,5 / 17,2 / 8,0 / 2,,28.6,4 / 17,2 / 8,0 / 2,,3.6,1 / 17,0 / 8,0 / 2,,28.6,4 / 17,2 / 8,0 / 2,,95,28,12,0,0,93,26,12,0,0,1.5,1.1,4.0,0.0,0.0,1.6,1.7,1.6,,,46.8,34.9,6 / 17,,,55.9,46.2,6 / 12,,,48.4,42.3,3 / 12,,,32.3,38.5,3 / 12,,,16.1,3.8,0 / 12,,,29.0,26.9,2 / 12,,,48,15,2,4,1,1,1,0,0,0,1,11,6,0,1,7,6,0,2.0,2.0,1.7,,0 / 2,9 / 14,3 / 10,,0 / 1,6 / 7,3 / 6,,0 / 1,6 / 7,3 / 6,,0 / 1,3 / 7,3 / 6,,0 / 1,3 / 7,0 / 6,,0 / 1,3 / 7,3 / 6,,,Sanford Health Reproductive Medicine Institute,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0,ND
331,"FERTILITY UNLIMITED, INC.",NORTHEASTERN OHIO FERTILITY CENTER,AKRON,OHIO,36,0,"Nicholas J. Spirtos, DO",100%,0%,0%,68%,9%,6%,9%,38%,38%,6%,38%,32%,0%,18%,32%,12,5,2,1,2,1 / 12,0 / 5,0 / 2,1 / 1,1 / 2,11,4,2,0,1,1.7,2.0,1.5,,1.0,2 / 10,0 / 4,0 / 1,,,8 / 12,2 / 5,1 / 2,0 / 1,0 / 2,7 / 12,2 / 5,1 / 2,0 / 1,0 / 2,4 / 12,0 / 5,1 / 2,0 / 1,0 / 2,3 / 12,2 / 5,0 / 2,0 / 1,0 / 2,3 / 12,0 / 5,1 / 2,0 / 1,0 / 2,11 / 19,4 / 8,1 / 3,,0 / 1,8 / 11,2 / 4,1 / 2,,0 / 1,7 / 11,2 / 4,1 / 2,,0 / 1,4 / 11,0 / 4,1 / 2,,0 / 1,3 / 11,2 / 4,0 / 2,,0 / 1,3 / 11,0 / 4,1 / 2,,0 / 1,3,2,0,0,0,3,2,0,0,0,1.5,,,,0.0,1.3,1.0,,,,2 / 4,1 / 2,,,,1 / 3,1 / 2,,,,1 / 3,1 / 2,,,,0 / 3,1 / 2,,,,1 / 3,0 / 2,,,,0 / 3,1 / 2,,,,1,0,0,0,1,0,0,0,0,0,2,0,5,0,2,0,5,0,2.0,,1.8,,2 / 4,,5 / 9,,1 / 2,,3 / 5,,1 / 2,,3 / 5,,0 / 2,,1 / 5,,1 / 2,,2 / 5,,0 / 2,,0 / 5,,,"Fertility Unlimited, Inc., Northeastern Ohio Fertility Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
332,"REPRODUCTIVE GYNECOLOGY, INC.-AKRON",,AKRON,OHIO,512,2,"David M. Nash, MD",100%,0%,<1%,52%,5%,21%,17%,29%,21%,10%,51%,10%,3%,15%,33%,122,42,28,9,3,4.9,4.8,14.3,1 / 9,1 / 3,48,24,13,5,0,1.7,2.0,2.5,1.6,,31.9,13.6,0 / 12,0 / 2,,23.8,21.4,17.9,0 / 9,0 / 3,23.0,14.3,14.3,0 / 9,0 / 3,17.2,14.3,7.1,0 / 9,0 / 3,4.9,0.0,7.1,0 / 9,0 / 3,14.8,14.3,7.1,0 / 9,0 / 3,48.8,19.1,21.9,0 / 8,,60.4,37.5,5 / 13,0 / 5,,58.3,25.0,4 / 13,0 / 5,,43.8,25.0,2 / 13,0 / 5,,12.5,0.0,2 / 13,0 / 5,,37.5,25.0,2 / 13,0 / 5,,142,59,22,6,2,131,54,19,6,2,1.7,1.7,1.1,2.0,0.7,1.5,1.6,1.8,2.0,2.0,53.1,35.3,46.9,1 / 12,0 / 4,65.6,48.1,12 / 19,1 / 6,0 / 2,55.0,42.6,9 / 19,1 / 6,0 / 2,42.7,35.2,8 / 19,1 / 6,0 / 2,12.2,7.4,1 / 19,0 / 6,0 / 2,40.5,27.8,7 / 19,1 / 6,0 / 2,11,9,6,1,1,2,0,1,1,0,25,0,18,4,22,0,16,4,1.6,,1.4,2.0,57.1,,26.1,1 / 8,68.2,,6 / 16,1 / 4,63.6,,4 / 16,1 / 4,40.9,,4 / 16,1 / 4,22.7,,0 / 16,0 / 4,40.9,,4 / 16,1 / 4,,"Reproductive 
Gynecology & Infertility-Akron",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
333,CLEVELAND CLINIC FERTILITY CENTER,,BEACHWOOD,OHIO,822,0,"Cynthia Austin, MD",100%,0%,3%,75%,12%,12%,18%,23%,8%,5%,46%,28%,11%,13%,27%,118,57,45,17,4,7.6,8.8,24.4,6 / 17,2 / 4,107,47,31,9,1,1.4,1.7,2.0,2.6,3.0,52.5,11.1,7.1,0 / 8,0 / 1,56.8,49.1,46.7,3 / 17,1 / 4,52.5,38.6,35.6,2 / 17,1 / 4,44.1,24.6,31.1,2 / 17,1 / 4,8.5,12.3,2.2,0 / 17,0 / 4,37.3,22.8,24.4,2 / 17,1 / 4,51.3,48.1,43.6,9.5,1 / 3,62.6,59.6,67.7,3 / 9,1 / 1,57.9,46.8,51.6,2 / 9,1 / 1,48.6,29.8,45.2,2 / 9,1 / 1,9.3,14.9,3.2,0 / 9,0 / 1,41.1,27.7,35.5,2 / 9,1 / 1,162,115,54,13,9,149,99,50,12,7,1.2,2.0,1.1,0.7,0.9,1.4,1.4,1.4,1.4,1.9,56.2,44.1,51.5,6 / 14,1 / 10,65.1,55.6,66.0,8 / 12,2 / 7,58.4,46.5,56.0,6 / 12,1 / 7,49.0,41.4,50.0,6 / 12,1 / 7,9.4,4.0,6.0,0 / 12,0 / 7,45.6,34.3,42.0,5 / 12,1 / 7,100,36,34,16,8,18,6,1,0,1,2,7,22,3,1,6,17,3,1.0,1.8,1.3,1.7,0 / 1,3 / 11,65.0,3 / 5,0 / 1,2 / 6,13 / 17,2 / 3,0 / 1,2 / 6,10 / 17,2 / 3,0 / 1,1 / 6,9 / 17,1 / 3,0 / 1,1 / 6,1 / 17,1 / 3,0 / 1,1 / 6,8 / 17,1 / 3,,Cleveland Clinic Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
334,UNIVERSITY HOSPITALS FERTILITY CENTER,,BEACHWOOD,OHIO,607,1,"James M. Goldfarb, MD",100%,0%,4%,69%,7%,11%,8%,14%,6%,3%,34%,18%,26%,9%,10%,148,77,57,22,7,19.6,41.6,38.6,36.4,3 / 7,95,38,30,14,4,1.7,1.9,2.3,3.7,3.8,26.9,8.8,3.4,0 / 14,0 / 4,43.2,24.7,24.6,4.5,1 / 7,36.5,18.2,19.3,0.0,0 / 7,26.4,14.3,17.5,0.0,0 / 7,10.1,3.9,1.8,0.0,0 / 7,23.0,14.3,14.0,0.0,0 / 7,49.0,28.8,21.9,0.0,0 / 12,67.4,50.0,46.7,1 / 14,1 / 4,56.8,36.8,36.7,0 / 14,0 / 4,41.1,28.9,33.3,0 / 14,0 / 4,15.8,7.9,3.3,0 / 14,0 / 4,35.8,28.9,26.7,0 / 14,0 / 4,85,53,31,6,5,77,42,27,6,5,1.0,1.2,1.1,1.0,0.8,1.6,1.5,1.4,2.0,1.8,38.6,37.3,25.7,2 / 12,1 / 9,54.5,52.4,37.0,2 / 6,1 / 5,40.3,38.1,22.2,2 / 6,1 / 5,31.2,35.7,18.5,2 / 6,1 / 5,9.1,2.4,3.7,0 / 6,0 / 5,28.6,31.0,11.1,2 / 6,0 / 5,31,13,13,2,4,15,3,4,0,0,29,0,17,6,21,0,15,6,1.5,,1.4,1.7,43.8,,9 / 19,1 / 10,61.9,,9 / 15,1 / 6,52.4,,8 / 15,0 / 6,47.6,,7 / 15,0 / 6,4.8,,1 / 15,0 / 6,42.9,,6 / 15,0 / 6,,University Hospitals Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
335,BETHESDA FERTILITY CENTER,,CINCINNATI,OHIO,266,0,"Kasey Reynolds, MD",100%,4%,7%,64%,5%,11%,18%,36%,2%,3%,24%,13%,12%,10%,10%,60,19,11,10,3,16.7,2 / 19,3 / 11,4 / 10,0 / 3,45,14,7,5,3,1.8,2.1,2.1,2.8,2.7,16.7,0 / 13,0 / 7,0 / 5,0 / 3,26.7,4 / 19,3 / 11,1 / 10,0 / 3,21.7,3 / 19,3 / 11,0 / 10,0 / 3,16.7,1 / 19,3 / 11,0 / 10,0 / 3,5.0,2 / 19,0 / 11,0 / 10,0 / 3,11.7,0 / 19,3 / 11,0 / 10,0 / 3,23.7,22.2,3 / 15,1 / 14,0 / 8,35.6,4 / 14,3 / 7,1 / 5,0 / 3,28.9,3 / 14,3 / 7,0 / 5,0 / 3,22.2,1 / 14,3 / 7,0 / 5,0 / 3,6.7,2 / 14,0 / 7,0 / 5,0 / 3,15.6,0 / 14,3 / 7,0 / 5,0 / 3,49,24,10,1,9,47,23,10,1,7,1.7,3.3,1.3,0.5,1.8,1.7,1.5,1.6,2.0,1.9,37.5,33.3,2 / 15,0 / 2,6 / 13,40.4,47.8,3 / 10,0 / 1,5 / 7,31.9,39.1,2 / 10,0 / 1,5 / 7,14.9,34.8,2 / 10,0 / 1,4 / 7,17.0,4.3,0 / 10,0 / 1,1 / 7,12.8,26.1,2 / 10,0 / 1,3 / 7,6,2,6,1,4,4,1,1,1,1,27,0,18,6,17,0,13,4,1.8,,1.7,1.0,54.8,,20.0,1 / 4,12 / 17,,4 / 13,1 / 4,10 / 17,,3 / 13,1 / 4,6 / 17,,2 / 13,1 / 4,4 / 17,,1 / 13,0 / 4,5 / 17,,2 / 13,1 / 4,This clinic has reorganized since 2016. Contact the NASS Help Desk for further information.,Bethesda Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
336,INSTITUTE FOR REPRODUCTIVE HEALTH,,CINCINNATI,OHIO,"1,174",3,"Sherif G. Awadalla, MD",100%,0%,2%,61%,6%,18%,29%,15%,19%,13%,37%,12%,6%,19%,20%,353,137,76,19,6,8.2,10.2,19.7,5 / 19,0 / 6,299,109,57,11,5,1.5,1.9,2.3,2.6,2.4,53.4,12.6,3.6,0 / 11,0 / 3,38.2,35.0,39.5,2 / 19,0 / 6,32.9,32.1,31.6,1 / 19,0 / 6,28.3,21.2,23.7,1 / 19,0 / 6,4.5,10.9,7.9,0 / 19,0 / 6,26.1,19.0,19.7,1 / 19,0 / 6,35.7,30.8,30.8,6.9,0 / 12,45.2,44.0,52.6,2 / 11,0 / 5,38.8,40.4,42.1,1 / 11,0 / 5,33.4,26.6,31.6,1 / 11,0 / 5,5.4,13.8,10.5,0 / 11,0 / 5,30.8,23.9,26.3,1 / 11,0 / 5,252,94,47,14,0,231,86,44,10,0,1.7,1.5,1.3,2.5,,1.5,1.5,1.4,1.5,,39.0,33.6,37.9,3 / 15,,50.6,47.7,47.7,2 / 10,,41.1,40.7,34.1,2 / 10,,32.0,33.7,25.0,2 / 10,,9.1,7.0,9.1,0 / 10,,27.7,25.6,22.7,2 / 10,,28,23,16,2,0,6,8,6,0,0,56,6,39,3,52,6,34,3,1.5,1.3,1.6,2.3,41.3,2 / 8,30.4,2 / 7,50.0,2 / 6,38.2,1 / 3,46.2,2 / 6,35.3,1 / 3,36.5,2 / 6,23.5,0 / 3,9.6,0 / 6,11.8,1 / 3,28.8,2 / 6,17.6,0 / 3,,Institute for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
337,OHIO REPRODUCTIVE MEDICINE,,COLUMBUS,OHIO,749,0,"Grant E. Schmidt, MD, PhD",100%,<1%,2%,32%,3%,19%,11%,30%,9%,5%,26%,8%,18%,13%,9%,211,109,66,38,22,3.3,9.2,18.2,34.2,27.3,163,78,40,17,11,1.5,1.6,2.1,2.5,2.6,42.3,24.6,0.0,0 / 14,0 / 8,44.1,38.5,24.2,13.2,4.5,38.9,32.1,13.6,7.9,4.5,32.2,23.9,10.6,5.3,4.5,6.6,7.3,3.0,2.6,0.0,28.4,20.2,7.6,5.3,0.0,43.9,44.0,22.7,10.8,3.4,57.1,53.8,40.0,5 / 17,1 / 11,50.3,44.9,22.5,3 / 17,1 / 11,41.7,33.3,17.5,2 / 17,1 / 11,8.6,10.3,5.0,1 / 17,0 / 11,36.8,28.2,12.5,2 / 17,0 / 11,120,52,18,13,4,117,49,16,13,4,1.9,1.4,0.7,1.6,0.6,1.5,1.3,1.3,1.4,2.5,51.2,44.6,30.0,4 / 18,3 / 8,61.5,57.1,7 / 16,2 / 13,3 / 4,49.6,36.7,4 / 16,2 / 13,2 / 4,39.3,30.6,4 / 16,0 / 13,1 / 4,9.4,6.1,0 / 16,2 / 13,1 / 4,34.2,26.5,4 / 16,0 / 13,1 / 4,17,12,15,3,4,2,2,0,0,1,17,0,20,8,14,0,18,8,1.3,,1.3,1.8,5 / 15,,52.2,8 / 14,7 / 14,,10 / 18,6 / 8,5 / 14,,9 / 18,6 / 8,5 / 14,,6 / 18,5 / 8,0 / 14,,3 / 18,0 / 8,4 / 14,,5 / 18,3 / 8,,Ohio Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
338,SPRINGCREEK FERTILITY,,DAYTON,OHIO,192,3,"Jeremy M. Groll, MD",100%,1%,2%,79%,10%,14%,12%,28%,14%,5%,39%,18%,8%,16%,18%,43,7,7,1,9,0.0,0 / 7,0 / 7,0 / 1,1 / 9,43,6,7,1,5,1.6,1.7,2.1,2.0,2.4,36.6,1 / 5,1 / 7,0 / 1,0 / 4,58.1,3 / 7,3 / 7,0 / 1,0 / 9,51.2,3 / 7,3 / 7,0 / 1,0 / 9,46.5,2 / 7,3 / 7,0 / 1,0 / 9,4.7,1 / 7,0 / 7,0 / 1,0 / 9,34.9,2 / 7,3 / 7,0 / 1,0 / 9,39.1,4 / 10,3 / 15,0 / 2,0 / 12,58.1,3 / 6,3 / 7,0 / 1,0 / 5,51.2,3 / 6,3 / 7,0 / 1,0 / 5,46.5,2 / 6,3 / 7,0 / 1,0 / 5,4.7,1 / 6,0 / 7,0 / 1,0 / 5,34.9,2 / 6,3 / 7,0 / 1,0 / 5,43,9,9,2,1,42,8,8,2,1,1.2,0.8,0.6,2.0,1.0,1.6,1.5,1.8,2.0,1.0,42.4,7 / 12,4 / 14,1 / 4,0 / 1,54.8,5 / 8,3 / 8,1 / 2,0 / 1,52.4,5 / 8,2 / 8,0 / 2,0 / 1,42.9,3 / 8,1 / 8,0 / 2,0 / 1,9.5,2 / 8,1 / 8,0 / 2,0 / 1,31.0,2 / 8,1 / 8,0 / 2,0 / 1,22,9,13,1,0,5,0,0,0,0,5,3,3,2,5,3,3,2,1.8,2.0,1.7,2.0,8 / 9,2 / 6,1 / 5,0 / 4,5 / 5,1 / 3,1 / 3,0 / 2,5 / 5,1 / 3,1 / 3,0 / 2,3 / 5,0 / 3,1 / 3,0 / 2,1 / 5,1 / 3,0 / 3,0 / 2,2 / 5,0 / 3,1 / 3,0 / 2,,SpringCreek Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pending,0,OH
